review_body,review_rating
"Alles ist gut. Ware pünktlich und ordentlich geliefert, Abwicklung einwandfrei",4
"Das erste mal bestellt,war sehr zufrieden.",4
Alles ok. Ware wurde nach dem Ankündigungstermin mit 4 Tage Verspätung ausgeliefert. Aber sonst alles gut.,4
Lieferung hat super geklappt. Gerne wieder,4
Lieferung hat gut geklappt. Auch die Stoffe sind schoen. Wuerde wieder dort bestellen.,4
Bis auf die sehr lange Lieferzeit hat alles gut funkioniertt,4
"Ich bin sehr zufrieden,  ich habe von Käuferschutz nicht viel mitbekommen. Irgendwie lief es im Hintergrund mit dabei ohne aktives mitwirken, jedenfalls war es wahrscheinlich so einfach, dass ich mein dazutun vergessen habe. Aber schön, wenn alles so problemlos läuft. Bei mir lief auch alles vom Kauf bis zum Anschluss bzw. bis zum Erhalt der Ware alles super. Dankeschön",4
Alles gut und perfekt,4
"Zuverlässig, alles gut, danke",4
"Habe sehr gute Erfahrungen mit TS gemacht! Kaufe hochpreisige Ware grundsätlich nur bei TS zertifizierten Händlern. Ein zertifzierter shop bot keine Absicherung für ein sehr  hochpreisiges Produkt an. Nur eine Mail an TS reichte, um 24 Stunden später eine vollständige Absicherung bestätigt zu bekommen. Der Lieferablauf danach erfolgte in triple A -Qualität. Kleiner Wermutstropfen: der Chatversuch mit dem Chatroboter war eine Katastrophe. Gerade wenn es um viel Geld geht, bringen nervtötende Standartphrasen den zahlenden Kunden schnell auf die Palme und sind absolut überflüssig!!",4
"Alles in Ordnung, eine schnelle und pünktliche Abwicklung.",4
"Die Bestellung und Lieferung ist, wie erwartet, von Statten gegangen. Jederzeit wieder.",4
alles in ordnung,4
"Ich finde die Einrichtung gut, denn es ist ein Vertrauensfaktor. Vielen Dank",4
Der Service von Trusted Shop ist sehr hilfreich und man fühlt sich gut aufgehoben.,4
Sehr gute Qualität. Lieferung war  etwas verspätet. Erst auf Nachfrage Info über Lieferengpass wegen Lieferant. Sonst 5 Sterne,4
Gutes Angebot. Musste die Absicherung  zum Glück noch nicht nutzen.,4
"Schnelle und güntige Lieferung,aber hatte 4 x 2,5 Liter Farbe bestellt,alle Dosen hatten Dellen",4
Alles super geklappt. Hätte 5 Sterne gegeben wenn wie beschrieben die Ware am genannten Tag geliefert worden wäre aber sonst alles ok.,4
"Alles gut gelaufen. Nur die Sendungsverfolgung hat nicht geklappt, plötzlich war das Paket da.",4
Sehr gut und schnell eingebaut.,4
Verschiedene Käufe getätigt und alles immer sehr gut abgelaufen und voll zufrieden; danke.,4
Trust wurde nicht benötigt,4
"Sehr guter Service, schnelle Lieferung  weiter sooo",4
"Finde Ich Gut da in der heutigen Schnellengesellschaft via Internet und Onlineshopping man schnell mal in das ""Schwarze"" greift oder etwas bestellt das im Netz stehende einfach anders od unklar beschrieben wird.Und mit dieser Seite od System ist man ""Save"" und kann Beruhigter sein,sein Geld auszugeben.Mfg",4
"Musste Ihre Leistung nicht in Anspruch nehmen, da ich den Artikel aus Gründen der Passgenauigkeit an den Lieferanten zurückgeschickt habe.",4
"ich hatte für das gekaufte produkt eine zusatzversicherung über 100,- euro hinaus abgeschlossen, habe aber darüber nie eine bestätigung erhalten. es hat zwar alles geklappt. wenn es jedoch nicht geklappt hätte, hätte ich den abschluss der zusatzversicherung nicht ohne weiteres nachweisen können.",4
"Etwas an lange Lieferzeit, ansonsten alles perfekt.",4
seh zufieden,4
Alles super geklappt mal wieder,4
Sind sehr freundlich und melden sich ziemlich schnell wenn man fragen hat zurück 🤙🤙.LG,4
Gerät konnte ich durch Corona in einer Schleuse abholen. Gerät war Original verpackt. alles gut und es funktioniert.,4
Hat alles prima geklappt. Kann gut einschlafen aber leider nicht durchschlafen. Werde 2-3 mal wach in der Nacht.,4
Alles bestens,4
"Alles gut gelaufen. Ordentlich verpackt und Produkt unbeschädigt/vollständig. Von lösen des Onlinepacketscheins bis zur Abholung durch DHL vergingen ca 3 Tage, sonst wäre es vielleicht etwas eher bei mir gewesen....aber durchaus, im vernünftigen Zeitrahmen.",4
"Sehr easy und super Service,  so macht das spass und kostet keine extra Zeit!",4
Alles bestens.,4
Alles primaWare angekommen,4
"Lieferung kam schnell und die Kartons waren genau so, wie ich sie mir vorgestellt hatte. Leider war ein Karton von 20 nicht zu gebrauchen. Er löste sich in mehrere Teile auf. Trotzdem gerne wieder!",4
Habe schon zum zweiten mal bestellt und bin mit der Ware sehr zufrieden lediglich die Lieferung dauerte leider 4 Wochen das geht bei anderen Anbietern viel schneller daran sollten sie arbeiten.,4
Alles ok.Alles gut,4
Qualität der Ware der Ware sehr gut. Die Anlieferung ließ zu wünschen übrig. Zwei Tage wurde die Ware gesucht.,4
Ich bin damit mega zufrieden!,4
"Ich bin soweit zufrieden. Aber eins muss ich doch bemängeln. Ich habe mir ein sportgerat gekauft, wo bereits angekündigt war dass es bis zu 9 Wochen dauern würde.Trusted hat angefragt ob alles in Ordnung ist. Kann ich ja noch nicht sagen und hab angegeben dass  es noch nicht angekommen ist und wollte auch den Grund dazu schreiben. Die Option gibs gar nicht. Ich sollte beweisen dass die Re hnung bezahlt ist, was sie auch ist, allerdings hab ich per onlinebanking bezahlt",4
Schnelle und Zuverlässige Lieferung,4
Wie üblich keine Probleme mit Fa. Obrist,4
"Musste diese Versicherung zum Glück bisher noch nicht beanspruchen ... ist aber ein gutes Gefühl, vor allem bei wertigen Bestellungen.",4
Die Lampe ist sehr schön und wurde schnell geliefert.,4
Alles problemlos und schnell,4
Alles gut gelaufen...so wie erwartet.,4
"Alles in Ordnung, keine Probleme.",4
"Da der Lieferant Lieferverzögerung hatte, kam etwa alle drei Tage eine Mail von trustet Shop !",4
War sehr zufrieden mit alles das Parfüm ist gut angekommen,4
bis jetzt keine Probleme.,4
Sehr gut alles top👍,4
Sehr gute Produkte ....👍,4
Wie immer alles top gelaufen!,4
Das Produkt ist gut und entspricht meinen Vorstellungen. Nur die Lieferzeit war viel zu lang. 14 Tage ist heute für Lagerware unüblich.,4
Keine Beanstandung durch Käufer,4
Bin sehr zufrieden mit der Lieferung,4
Einfach und problemlos,4
"Super , schnelle Lieferung ...",4
Okay sehr gut,4
sehr zufrieden sich sicher gefühlt,4
alles Bestens,4
"Mit der Lieferung hat alles geklappt. Dass eine E-Mail-Rechnung am Tag der Lieferbestätigung kam und dieses auch noch das Zahlungsziel für den selben Tag hatte, obwohl die Ware noch nicht da war, fand ich unprofessionell. Auf meine Beschwerde hin hat man mir geschrieben und sich entschuldigt. EDV-Fehler. Aber dann müsste es ja ein Standardfehler sein.",4
"Danke,,alles in ordnung!",4
"Die Torten schmecken hervorragend und der Service ist super. Auch die Verpackung ist sehr gut. Leider klappt der Lieferwunsch nicht bei der einfachen Lieferung. Dann muss man den Teuren Preis nehmen und das finde ich schade, da die Torten auch schon sehr preisintensiv sind. Aber für einen schönen Anlass, nehme ich das in Kauf. Auch für meine Gäste war es eine leckere Überraschung. Mit freundlichen Grüßen Daniela Meißner Bis zur nächsten Bestellung",4
Alles bestens,4
Die Ware und der Preis sind Top. Allerdings wurde mit 2-3 Tagen Lieferzeit geworben. Es waren in meinem Fall 5Tage,4
"Alles ok, vielen Dank.",4
Alles bestens bis auf den hohen Preis.,4
alles super danke,4
"alles ok, alles ok",4
Hat alles geklappt,4
Alles sehr gut gelaufen.,4
Alles  gut gelaufen.  Wie erwartet !,4
zufrieden okey,4
"Alles ok, gerne wieder.",4
Alles bestens gelaufen.,4
Wie immer guter Service,4
die Absicherung hat gut funktioniert und giebt eine Sicherheit bei Internet-Bestellungen,4
"Ales hat gut geklappt,  kein Grund zu meckern. Was nervt ist einfach, dass die erste Bewertungsaufforderung  bereits wieder vor der Lieferung erfolgt.  Sonst 5 Sterne...",4
"Würde es mit der Post besser klappen, dann könnte man überlegen den fünften  Stern geben.Ansonsten die Qualität zu den Fuumasseur kann sich sehen lassen und der Preis geht auch in Ordnung. Vergleichbare Geräte kosten deutlich mehr.",4
Schnelle Lieferung. Produkt ok.,4
Bin angenehm überrascht und sehr zufrieden,4
Alles gut.....,4
Hat alles gut geklappt!,4
Hat alles sauber geklappt!,4
Bestellung und Lieferung haben super geklappt . Allerdings gefällt mir der leichte Beigeschmack von Kokosnuss nicht wirklich.Dennoch kann ich es nur weiterempfehlen solange einen Kokosnuss nichts ausmacht ;),4
"Ich bin schon länger im Streit mit 1&1 und es führt kein Weg rein. Anstatt den Vertrag günstiger zu machen, wird ein jedesmal ein neuer Vertrag verkauft, obwohl ich das nicht so wollte und extra beim telefonieren betont habe. Ich bin 2-3 mal rein gefallen und habe dann auch noch beim 3 mal die 14 Tage Kündigungsfrist verpasst.Es gibt von Seiten der 1&1 keine Kulanz oder ein entgegenkommen, Stadtessen tun sie ein schwerbehinderten Abzocken wo es nur geht. Denn nach oben kann man zur jeder Zeit einen neuen Vertrag abschließen, nur nach unten nicht, das ist für mich kein seriös es Unternehmen und ich werde zum Vertragsende diesen Verein verlassen.",2
"Ich bin seit über 10 Jahren Kunde mit einem Internetzugang, der stets, über die 24-monatige  Laufzeit nach ca. einem Jahr, bevor der höhere Beitrag greift, wieder erheblich rabattiert wurde. In diesem Jahr hat das leider nicht mehr geklappt. So erhöhte sich der bisher rabattierte Beitrag von 9,90 € auf die, wohlgemerkt vereinbarte Höhe, dieses Mal, schon nach 10 Monaten auf über 44,- € für die restlichen 14 Monate. Das ist das erste Mal nach ca. 10 Jahren dass eine, bei Vertragsabschluss, mündlich Zusage nicht mehr eingehalten wurde. Fest steht also dass ich nach Ablauf kündigen werde und künftig einen Internetvertrag nur noch mit monatlicher Kündigungsfrist abschließen werde. Somit verliert 1&1 nach 10 Jahren einen treuen, zufriedenen Kunden.😜 ",3
Kundenservice wird immer aufdringlicher. Seit 3 Wochen bekomm ich jeden Tag einen Anruf von 1&1 gestern bin ich dann mal dran gegangen. Als Bestandskunde besondere Aktion blablabla. Freundlich abgelehnt. Mann wird trotzdem weiter angerufen. Und das an einem Samstagmorgen um 9:45 Uhr. Reicht dann auch mal wieder. Man merkt das neue Iphone kommt raus. Vertrag gekündigt.,2
"Innerhalb von 8 Tagen dreimal Internetausfall, einer war sonntags, daher nicht gemeldet und halb so schlimm. Die anderen beiden Male habe ich von daheim gearbeitet als es zum Ausfall kam, Hotline angerufen mit dem Resultat, es müsse ein Techniker rauskommen. Nach je ca. zwei Stunden lief das Internet wieder, der Technikertermin wurde beide Male gecancelt. Da wir auf das Internet auch arbeitstechnisch angewiesen sind, wollte ich, dass der Techniker auf jeden Fall kommt, um das Problem zu eruieren. Dies ist laut 1&1 aber nicht möglich. Die Leitung soll jetzt 2,5 Tage überprüft werden. Sorry, aber Kundenservice negativ!!!",2
"Sind nur auf Gewinn aus ohne Rücksicht auf den Kunden, Kundin auch der Preis für DSL ist nicht angemessen was man für das Geld an Schnelligkeit bekommt traurig Kundenservice reden nur aber halten nicht ein was sie versprechen.  Trotz wiederuf ist der Vertrag um 1jahr verlängert worden ohne das man es beansprucht hat.  Ich kann 1&1 nicht weiter weiter empfehlen ",2
"Es wird mit Glasfaser geworben, genannt wird das Glasfaser DSL! Man wird bis zum Anschluss im Halbdunkel gelassen bis der Kollege kommt um den Anschluss zu schalten.Der sagt einem dann das Glasfaser garnicht möglich ist!!Fairerweise lassen die einen aus dem Vertrag unkompliziert wieder raus, jedoch ist das doch keine Art und Weise mit Kunden umzugehen!",2
"Ich hatte diverse Probleme mit dem Support bzgl. meines Zugangs zu meinem Kundenkonto. Es war gesperrt und trotz mehrfacher Telefonate und Email konnte es nicht entsperrt werden. Jetzt habe ich mich dazu entschieden meinen Vertrag zu kündigen. Ich habe geschrieben, dass ich zum nächstmöglichen Zeitpunkt aus meinem über 5 Jahre alten Vertrag raus möchte. Es kam die Bestätigung der Kündigung für in 1 Jahr und 2 Monaten. Ich schrieb erneut eine Email mit dem Verweis aufdie gesetzlichen Regelung (§ 56 Abs. 3 TKG-neu, Gesetz für faire Verbraucherverträge). Und siehe da: neues Kündigungsdatum in einem Monat. Hier wird ganz klar geltendes Gesetz bewusst ignoriert und auf die Unwissenheit der Kunden gesetzt.Für mich keine Option mehr als Anbieter.Info an den Verbraucherschutz ist auch raus2 Sterne gibt es, weil ich nie Verbindungsprobleme oder ähnliches in meiner Vertragslaufzeit hatte",2
"Habe mich vor einiger Zeit, an den Kundenservice gewendet, weil ich u.a. gerne einen neuen Router möchte und den bestehenden DSL Vertrag weiter verlängern wollte.Nach mehrmaligen hin und her per E-Mail mit einem Kundendienstmitarbeiter Herr W., kam folgendes für einen jahrelangen Kunden heraus:In Ihrem Fall käme jedoch bei einer Restlaufzeit von 15 Monaten eine Tarifanpassungsgebühr von 339,90 EUR/einmalig auf Sie zu.Bei einem Tarifwechsel ohne Rabatt beträgt die Tarifanpassungsgebühr 4,90 EUR/einmalig.Was !!Habe ich mir gedacht....Da weiß ich ja jetzt Bescheid und mein Fazit ist:Vertrag auslaufen lassen, fristgerecht kündigen und einen NEUEN ANBIETER ab nächstes Jahr suchen.1und1, sehr enttäuschend und von dem jetzigen Standpunkt aus, nicht weiter zu empfehlen.",2
"Seit dem 19 Juni habe ich Glasfaser von 1+1 und bereits heute 24 Juli die zweite stundenlange Störung kein Internet, kein Telefon seit nun mehr 4.5 Std. Bei EWE gab es in 2 Jahren nicht mal eine Störung",2
"- Service und Co. sind sehr gut. Die Mitarbeiter freundlich und fachkundig.- Das Netz ist schlecht. Anfang Mai hatten wir hier in (Aurich) endlich 5G mit Vollausschlag. Wohl über das Vodafone Netz. Das Glück währte nur 4 Wochen. Nachdem der Funkturm an der Landstraße rund 6 Wochen modernisiert wurde (natürlich ohne Ankündigung) und man in dieser Zeit gar kein Netz hatte (aber bezahlen darf) dümpeln wir hier wieder im ""Standard"" mit 2-3 Balken auf LTE rum.- In Esens z.B. werden 2 Balken 5G angezeigt und es wird nichts geladen. Nichts, der Datendurchsatz ist so schlecht, trotz der optischen Illusion des 5G Netzes nichts geladen wird. Keine Verbindung.- Teilweise habe ich das Gefühl das das 1und1 Netz künstlich von Vodafone blockiert wird bzw. schlechter gestellt wird, trotz des national Roaming. O2 wäre die bessere Wahl gewesen.- Vom Preis- / Leistungsverzeichnis her würde ich wieder bestellen - vom Mobilfunknetz her nicht. Wobei sich die Frage stellt, ob 1und1 es jemals schaffen wird ein eigenes Netz aufzubauen. ",2
"Ich bin extrem enttäuscht vom 1&1-Kundenservice. Wegen eines Problems mit der 5G-Netzumstellung musste ich fünfmal anrufen, bis endlich jemand in der Lage war, das Problem zu lösen. Die ersten vier Gespräche waren reine Zeitverschwendung – statt Hilfe gab es nur Verkaufsversuche für zusätzliche Produkte, die mit meinem eigentlichen Anliegen nichts zu tun hatten. Es wirkte fast so, als wäre Problemlösung zweitrangig, Hauptsache, man verkauft etwas. Für einen Serviceanbieter ist das inakzeptabel. So geht man mit Kunden nicht um.",2
"Ich habe ein Angebot für Treuekunden für meinen langjährigen DSL Vertrag erhalten. Ich habe derzeit u.a. eine Flatrate für Telefonie vom Festnetz in das Mobilfunknetz, bleibt das erhalten? In der Beschreibung des Angebotes ist davon keine Rede. Dort steht (Stern neben dem „neuen“ Monatspreis: „19,9 cent pro Minute bei Telefonaten in das Mobilfunknetz“. Das macht dann keinen Sinn für mich.Ich habe um Rückruf gebeten am 16.7.25, der Anruf kam am 17.7., ich konnte den Anruf nicht entgegen nehmen, weil ich nicht zuhause war. Ich habe dann zurückgerufen, und gefragt, was der Hintergrund des Anrufes war,  der Mann am Telefon sagte, er würde das klären, ich habe dann 15 Minuten in der Warteschleife auf seine Antwort gewartet und dann aufgelegt.Dann noch einmal einen Rückruf erbeten, das kam dann , aber nach 10 Sekunden hat der Mitarbeiter aufgelegt, so schnell konnte ich nicht zum Telefon.Nochmal Rückruf erbeten, eine Dame war dran, ich habe ihr meine Frage erklärt, Sie sagt, Sie muss das abklären, ich habe in der Warteschleife gewartet, dann hat die Dame aufgelegt.Wieder Rückruf erbeten.Anruf kam, ein Mitarbeiter, dem ich auch wieder meine Frage geschildert habe, er hat offenbar Rücksprache genommen mit seinem Chef und war dann schnell wieder am Telefon. Er erklärte, dass die jetzigen Konditionen sich nicht ändern, als ich gebeten habe, mir das schriftlich zu geben, sagte er, das ginge nicht. Ich will und muss das schriftlich haben, weil die schriftlichen Bedingungen zum Angebot (siehe oben, Hinweis am Stern am Monatspreis) davon abweichen. Ich habe dann Abstand genommen von dieser Vertragsverlängerung.Ich werde mich umschauen nach einem neuen Anbieter. Mit Verärgerung und Verwunderung Christian Ziemer-Popp",2
"Die Verbindungsqualität war bisher in Ordnung. Auch sonst gab es kaum Störungen. Was ich aber eine absolute Katastrophe finde ist der Support... der soll ja eigentlich für den Kunden da sein. Wirklich jedes mal ein Kampf, bei der Verlängerung einfach mit bestehenden Konditionen zu verlängern. Immer möchte man verkaufen, verkaufen, verkaufen. Was der Kunde wirklich braucht ist egal.Glasfaser, damit wurde ich per Mail, im Gespräch und per Post penetriert. Brauche ich aber nicht. Jetzt wurde mein Mobilfunkvertrag gekündigt. Ich nutze ihn eigentlich nur, um für ""Spamer"" erreichbar zu sein, das war jahrelang kein Problem. Aber natürlich kann ich die Nummer behalten, jedoch nur, wenn ich entsprechend auf einen teureren Tarif upgrade. Der Mitarbeiter hat weiter blind und stur seinen Text runtergerattert, mich nicht als Menschen gesehen, eher als Geldbeutel, in den man einfach reingreifen kann.Verträge, die 24 Monate laufen, finde ich auch nicht mehr zeitgemäß. Ich WAR länger als 10 Jahre Kunde, mit Unterbrechung, das mit dem Support hat mich wirklich jedes Mal gestört. Jetzt ist Schluss, nie wieder 1und1, nie wieder dieser schlechte Support.",2
"Was ist denn mit 1&1 passiert? Ich war viele Jahre sehr zufrieden. Leider funktioniert es nun aber in den letzten Monaten sehr schlecht. Mancherorts geht gar nichts mehr!!!Ich bin sehr enttäuscht, denn ich habe es vorher einigen Freunden weiterempfohlen, weil es überall gut funktioniert hat!",2
"Ich wurde von einen Kollegen von der 1&1 im Dezember überredet, eine neue Smartphone zu kaufen. Er hat mir alles versprochen, vollgelabert, wann was ich bezahlen werde. Das stimmte in den ersten paar Monaten und jetzt muss ich statt 99 Euro 157 Euro bezahlen. Stundenlange Warteschleife, niemand weiss was, sie können gerne neue Angebote machen, wo du wieder 89 Euro Wechselgebühren bezahlen sollst und bekommst du wieder zig Verträge ums Hals. Ich werde meine Verträge auslaufen lassen und suche ich mit eine andere Anbieter. Denn dies ist Witz, dass man ständig betrogen wird.",2
Trotz Kündigung muss ich noch einen Monat zahlen mies Abzocke schlechter Empfang schlechte Sendeleistung,2
"Das unternehmen war früher viel kulanter und vom Service her besser. Ich bin ein langjähriger Kunde und mir sind so einiges widerfahren, was ich nicht mehr akzeptieren kann. Aus dem Grund würde ich 1&1 vorerst nicht mehr empfehlen.",2
"Eine Freundin von uns, die gelegentlich etwas verwirrt ist, hat sich von der Firma wahnsinnig teure Tarife und ein neues Telefon aufschwatzen lassen. Die Firma hat die Verwirrtheit unserer Freundin schamlos ausgenutzt. Wir haben uns eine Vollmacht von ihr geben lassen und konnten dann erst dieses Vorgehen von 1 und 1 stoppen. Wir haben mehrfach um ein Gespräch gebeten, es wurde uns mehrfach versprochen - aber nie eingehalten.",2
"Vorsicht vor Telefon Vertragsabschluss. Mir wurde ein teurer extra SecurityVertrag mitunter gejubelt . Betrüger die  !  2 Sterne aber für die tolle Service Hotline,  die echt kompetent ist und sich um die Kunden kümmert.  Das Internet zuhause macht ihren Job ganz gut .",2
Dreimal Verträge gekündigt. Bestätigung wurde jedesmal zugesagt und kam dann nicht. ,2
"Jetzt haben sie's geschafft auf das Level mit O2 & Vodafone zu fallen... Das Internet is für jeden der auch nur halbwegs taugliches DSL gewohnt ist ne absolute Zumutung, und das beste ist - von ""Hilfe"" kann man beim Support auch nich reden. Mehrmals angerufen, Maßnahmen: Router neustarten, also effektiv das was ich seit Tagen hier wieder und wieder mache... Was anderes bleibt einem ja nich übrig wenn das internet im 10 Minuten Takt abschmiert.Geschätzt wird dass das aufgrund des 6 Jahre alten Routers passieren würde, auf die Frage ob man einen neuen dazu mieten könne ( weil man ja eh schon die Miete des Routers nach 6 Jahren noch zahlt....) Das ginge nicht, dafür müsste n neuer Vertrag her, der jetzt natürlich dann gleich mal 10 € teurer wäre.bei dem Preis kann ich dann auch zur Telekom. So kann man sich lange eigentlich treue Stammkunden auch vergraulen....",2
Leider muß ich sagen das in letzter Zeit immer wieder Probleme mit dem Empfang aufgetreten sind.  Und das Internet war auch mal schneller ,2
"Ich habe durch einen ungewollten Vertragswechsel (Umstellung der SIM Karten von 4G auf 5G) eine Umstellung von O2 zu 1&1 aufgezwungen bekommen. Leider ist dadurch die Empfangsqualität in der ländlichen Gegend deutlich reduziert worden. Von wegen beste Empfangsqualität! Ich bin sehr unzufrieden damit. Was nutzt mir 5G, mehr Datenvolumen und ein günstiger Preis etwas, wenn ich keinen Empfang habe. Fazit: ich kann 1&1 nicht empfehlen. ",2
"Ich bin wirklich enttäuscht von diesem Anbieter. Die Kundenbetreuung ist katastrophal: Eine Mitarbeiterin hat einfach mitten im Gespräch aufgelegt – ohne Vorwarnung. Mehrere andere Mitarbeiter gaben mir widersprüchliche Auskünfte, als hätte jeder eine andere Version der Vertragsbedingungen. Man hat das Gefühl, dass die Leute dort nicht richtig geschult oder eingearbeitet sind.Anstatt Hilfe zu bekommen, wurde alles nur noch verwirrender. Ich habe mich in keiner Sekunde gut betreut gefühlt. Für mich ist klar: Ich bin froh, jetzt den Anbieter zu wechseln. So sollte Kundenservice nicht aussehen",2
Im Ausland schlächte Verbindungen in Deutschland schlechte Verbindungen im ganzen werde ich den Vertrag  kündigen  sobald ich lannbin sehr enttäuscht ,2
"Seit 2 Monaten geht dass Internet so gut wie garnicht.Nicht nur bei uns sondern bei allen 1&1 Kunden in der Umgebung.Auf Anfrage bekommt man immernur die Meldung vom Kundendienst:""Also laut unsere Messungen funktioniert es Fehlerfrei"".Allein während des schriebens dieser Beurteilung viel dass internet 4 mal aus, immer für ein paar Sekunden manchmal Minuten dann geht es wieder manchmal 1 mal pro Stunde, meistens aber ca 10-20 mal pro Stunde.Anwalt hat uns jetzt empfohlen die Ausfälle per Software (beim schrieben kommt man nicht nach) verfolgen zu lassen und dann eine Klage wegen Vertragsbruch einzuleiten. ",2
"Seit der Netzumstellung habe ich in Berlin Pankow kaum noch Internet. In der Wohnung kann ich nichtmal Telefonieren, dazu muß ich auf den Balkon gehen.  Das war vorher anders, man hätte lieber die Leitungen von Vodafon weiter nutzen sollen, dann wären die Kunden zufrieden gewesen, was ich auch bis zur Umstellung war. Wenn sich hier nichts so schnell wie möglich ändert muß ich wohl über einen Wechsel nachdenken.",2
"Hallo , also mein Mitarbeiter ist in Athen wir überführen Fahrzeuge somit müssen wir Online sein und Telefonisch in Verbindung bleiben , jedoch nicht möglich da seit 2 Tagen eine Störung gibt , alles und gut 1und1 angerufen Sie können hierzu nichts bewegen da es im Ausland das Problem liegt und laut Vertrag das die Ausland Verbindung nicht garantieren können 🤣🤣🤣🤣🤣 , also immer klein gedruckte lesen , selbst im Inland fahre ab Eschwege los bis Bad Hersfeld kein Service Geschäftsschädigend, NO GO 👎 ",2
"Seit der Netzumstellung ist die Netzqualität deutlich schlechter. Insbesondere in Randgebieten.Da bringen einem die 250 Mbits am Flughafen wenig.Und dann kommt man Italien an. Resulatat:Keine Telefonie und kein Internet.Herzlichen Glückwunsch.Aber Hauptsache ich habe am Tag 1 Mail bekommen, dass ich meine SimKarte tauschen soll.Was für ein Pfusch!!!",2
"Seit 2 Tagen in Kroatien kein Netz! Als Antwort lapidar ""Technikproblem mit dem Roaming ist in Bearbeitung"". Alle Menschen hier haben Empfang, nur 1&1 nicht. Als Bootfahrer ist Empfang für mich aber extrem wichtig. Bin sehr enttäuscht, 2 Tage ist schon viel zu lang für so eine Störung! Werde alle 4 Verträge kündigen und zu einem sichereren Netz wechseln. ",2
Sitze in Italien und mobile Daten wie auch telefonieren nur über Satellit möglich. Netzauswahl ist nicht möglich. ,2
