,review_body,headline,rating_value
2885,"Ich war heute dringend auf Unterstützung seitens der ING angewiesen. Die Immobiliengesellschaft mahnte mich, denn ich hätte im Juli und im August 2023 (!) keine Miete gezahlt. Über tausend Euro seien unverzüglich zu entrichten. Sollte dem nicht so sein, sollte ich mitteilen, an welche IBAN ich gezahlt hätte. Da dies über ein Jahr her ist und ich die Überweisungen nicht mehr in der App oder auf der Homepage detailliert aufrufen konnte, rief ich die ING an in der Hoffnung, dass die ING diese Details in Erfahrung bringen kann, die so ausführlich auch nicht in den Kontoauszügen angegeben werden. Ich war erschüttert, denn eine solche Unzuverlässigkeit wäre völlig untypisch für mich, ich fand die Zahlungen auch in meinen Kontoauszügen aber nicht die dazugehörige Ziel-IBAN. Die Kundenberaterin B.G. der ING war sehr verständnisvoll und freundlich, verstand dank ihrer schnellen Auffasssungsgabe unmittelbar, was zu tun ist, welche Abteilung der ING dazu welche Angaben braucht und welche Begleitinformationen das Verfahren beschleunigen werden, damit ich zeitnah Antwort in die Post-Box erhalten werde. Das Telefonat verlief also ausgezeichnet und sie setzte die sehr positiven Erfahrungen, die ich seit über 10 Jahren mit der ING mache, bündig fort. Es war das erste Mal, dass ich mich in einer Zwangslage an die ING wandte und umso froher war ich, dass ich mich auf die ING verlassen kann. Herzlichen Dank, Kundenberaterin B.G. und beste Wünsche für die Zukunft!",Konstant ausgezeichnete Erfahrungen seit über 10 Jahren,5
2886,"Bis dato allerbestens zufrieden! Übersicht ist klar und ""übersichtlich"", - Kundenservice sehr freundlich. Danke.",Banking leicht gemacht ,4
2887,"Solide Online Bank, dafür 2 Sterne. 3 Abzug wegen Kontoumzugsservice der nicht vorhanden war, Mahngebühren wegen Versäumnis waren die Folge. Zinsen auf dem Extra Konto werden jährlich ausgezahlt (bei der C24 und Trade Rep wöchentlich),schwach! Noch schwächer ist der Zinsfall nach dem ersten halben Jahr. Ich bin auf 0,75% runter gestuft worden während man bei der Trade Rep 2,25%. Alles in allem eine solide Bank mit schlechtem Kundenservice, gut für sein GehaltskontoRe Antwort. Ich habe es auch im Online Banking alles manuell eingegeben. Wärend ihr euch versucht zu rechtfertigen habe ich heute morgen erst wieder eine Mahnung von meinem Kaminkehrer bekommen...5€. Es ist sehr Schade das nur eine Rechtfertigung kommt und kein Angebot den Schaden zu begleichen. Am Ende des Jahres wechsle ich leider wieder!","Solide Online Bank, aber...",2
2888,Sehr gute Zusammenarbeit. Und einfach.Ich bin seit über 3 Jahren Kunde und sehr zufrieden. DankeIch würde diese Bank meinen Freunden und Kollegen auf jeden Fall empfehlen.,Sehr gute Zusammenarbeit,5
2889,"Kompent,Freundlich","Kompent,Freundlich",5
2890,Seit ic ein ING Kunde bin habe ich nur sehr gute Erfahrungen gemacht!Sei es bei der Kontoeröffnung oder bei der Einrichtung eines Raenkredites. Es geht alles so kinderleicht und ohne all zu große Komplikationen.Eine ausführliche Beratung und Hilfestellung am Telefon (hier kann es tatsächlich zu kleinen Warezeiten kommen Aufgrund der hohen Anfrage- was für die ING spricht) bishin zu einem sehr verständlichen Online Banking ohne große Vorkenntnisse zu haben.,Einmal ING immer ING,5
2891,Bei Ingdiba füllt man sich sehr gehoben. Viele Dienste können direkt über die App erledigt werden. Support ist schnell und kompetent! Ich kann es nur empfehlen ,Bei Ingdiba füllt man sich sehr…,5
2892,Sehr fachkundige Beratung. Viel Geduld mit einem betagten Bankkunden. Problem beim ersten Anruf erledigt.,Sehr Fachkundige Beratung,5
2893,Freundliche Mitarbeiterin,Freundliche Mitarbeiterin,5
2894,"Immer freundlich, immer erreichbar und immer geholfen! :-) ",Immer freundlich,5
2895,Alles gut geklappt ,Alles gut geklappt,4
2896,Sehr nette und kompetente Mitarbeiterin. Ist auf mein Problem eingegangen und konnte es schnell und unkompliziert lösen. Vielen Dank dafür.,Tolles Serviceerlebnis,5
2897,Die ING geht proaktiv auf die Sparkasse bzgl. der Ablösung der beiden Darlehen zu. Wir werden mit ins Boot genommen und werden auch weiterhin informiert.,Die ING geht proaktiv auf die Sparkasse…,5
2898,Szybko działają i naprawdę nigdy nie zostawia z problemem :),Pomoc,5
2899,"Nachdem ich mir versehentlich selbst mein Konto gesperrt hatte, wurde mir von einem Mitarbeiter am Telefon wieder außerordentlich freundlich, hilfsbereit und geduldig zu meinem  Online-Zugang verholfen. Nochmals ganz herzlichen Dank auf diesem Weg an den liebenswürdigen Herrn.",Wiederherstellung meines Online-Zugangs:Nachdem ich mir versehentlich selbst…,5
2900,"Im Moment sitze ich über der Steuererklärung für 2024,es fehlt noch genau eine Jahressteuerbescheinigung.Im Rückblick stelle ich fest, dass die ING zu den schnelleren Banken gehört, die die Bescheinigungen zwischen Januar und März erstellen. Daher habe ich heute einige Wertpapiere zur ING übertragen lassen, damit ich im nächsten Jahr meine Steuererklärung eher abgeben kann als in diesem Jahr.",Zügige Erstellung der Jahressteuerbescheinigung ,5
2901,"Sind sehr unzufrieden! Die Eröffnung des Direkt-Depots -Junior für unsere Kinder dauert bereits fast ein halbes Jahr! Und wir drehen uns im Kreis, immer wieder kommen die gleichen Briefe, das Unterlagen bzw. Angaben fehlen würden. Dabei haben wir alles bereits doppelt und dreifach eingereicht. Bei der Kontaktaufnahme wird man vertröstet und dann beginnt das Spielchen von Vorne mit den fehlenden Unterlagen. Mir fehlen die Worte für die katastrophale Abwicklung seitens ING. Dieses Desaster hätte ich von einer Dorf-Bankfiliale erwartet und nicht von einer der größten Direktbank Deutschlands. Wir sind dabei unsere Depots und Girokonten bei ING zu kündigen, da kein Vertrauen mehr vorliegt.",Sind sehr unzufrieden,1
2902,Alles super Funktioniert und total unkompliziert. App und Onlinebanking sehr gut ,Alles super Funktioniert und total…,5
2903,Alles lief reibungslos ,Alles lief reibungslos,5
2904,Preis-Leistung ist sehr gut und die versprochenen 100 Euro gab es auch kurz nach dem zweiten Gehaltseingang. Einziges Manko wäre vielleicht dass Geldabhebungen oder Umsätze ein bis zwei Tage brauchen bis sie vom Kontostand abgezogen werden. Bin dennoch sehr zufrieden mit dem Girokonto und der App und kann die Ing Diba nur empfehlen. ,Preis-Leistung ist sehr gut und die…,5
2905,"Der versprochen Umzugsservice hat nicht so ganz funktioniert, auch die Kommunikation dazu war sehr sparsam. Deswegen nur 4 Sterne. Ansonsten passt das mit der Bedienung der App und den Karten Super.",Der versprochen Umzugsservice hat nicht…,4
2906,"Bitte um Änderung der vorgemerkten Umsätze. Die sollen bitte zum Kontostand dazuberechnet werden direkt nach dem Kauf wie z.B bei der C24 Bank. Es ist übersichtlicher und besser für den Kunden, um die Finanzen besser unter Kontrolle zu haben.",Änderungswunsch,4
2907,Kredit wurde ohne viel Aufwand genehmigt und ausgezahlt.,Kredit wurde ohne viel Aufwand…,5
2908,"Wenn man es erstmal geschafft hat, da anzukommen, wo man hin will, dann wird man super beraten. :) hat alles geklappt und mein Problem wurde gelöst. ",Problem gelöst,5
2909,"Die Telefonistin war bei meinen Fragen zur Kontoeröffnung extrem ungeduldig. Nach der zweiten Frage: Stille! Sie antwortete nicht, legte nicht auf, ließ mich dem Klingeln lauschen, gefolgt von ihrem Kichern im Hintergrund. Meine ""Hallo""-Rufe wurden ignoriert. Der Gipfel der Absurdität: Ich sollte die Telefonrechnung zahlen!Ein späterer Anruf beim männlichen Kollegen wegen dieses Verhaltens endete in einer wütenden und unhöflichen Abweisung (""Ich weiß es nicht!"").Dieser inakzeptable Vorfall hat meinen Eindruck vom ING Kundenservice massiv negativ beeinflusst. So behandelt man keine Kunden!",ING Kundenservice: Unglaublich unprofessionell und respektlos!,1
2910,Die Kundenberater am Telefon war sehr nett und hilfsbereit. Es gab kompetente Beratung für mein Anliegen. ,Nette kompetente Kundenberaterin ,5
2911,"Bisher lief alles Reibungslos, nette Mitarbeiter die sich um die Bearbeitung meiner Anliegen kümmern.Alles im Allen eine sehr gute Bank!",Bisher lief alles Reibungslos,5
2912,"Man kann sehr viel Online erledigen. Die App ist selbst erklärend und gut aufgebaut.Wenn man doch eine persönliche Beratung benötigt, wurde diese sehr kompetent durch das Personal durchgeführt.",Kundenfreundlich in allen Bereichen,5
2913,"Bisher gute Erfahrungen mit netten Ansprechpartnern. Es dauert etwas, bis man sich durchgeklickt hat..",Bisher gute Erfahrungen mit netten…,5
2914,Online Banking läuft super.Kundenservice ist sehr freundlich und hilfsbereit.Kann ich nur weiterempfehlen,Online Banking und Kundenservice,5
2915,"Ich habe erst seit 4 Monaten ein Konto, wo ich mich für authentifiziert habe. Nun wurde ich vor 1 Monat nochmal gebeten mich zu authentifizieren. Dies hat nicht geklappt, weshalb ich einen Brief anfordern musste um mich zu authentifizieren. Dieser Brief kam wegen eines Adressfehlers zuerst nicht an. Nach sehr vielen komplizierten Interaktionen mit Customer support habe ich immernoch keine Lösung gefunden. Ich brauche dringend Zugriff und es meldet sich bei mir keiner mehr. So bereue ich nun überhaupt gewechselt zu haben. Ich war bis dahin sehr zufrieden, aber so eine komplizierte Regelung meines Problems macht mir Sorge vor anderen Problemen.","Neues Konto, schlechte Erfahrung",1
2916,"Wir wurden von Herrn S. ganz wunderbar zu unserer Baufinanzierung beraten. Freundlich, kompetent und mit vielen Tipps. Auch bei Fragen war er immer erreichbar. Wir haben uns sehr gut betreut gefühlt und waren vollkommen zufrieden.",Sehr gute Beratung durch Herrn S.,5
2917,"Der Kundensupport ist überhaupt nicht Hilfreich und teilweise unfreundlich. Selbst, wenn man sich nach dem Gespräch mit dem Kundensupport anschließend mit der Beschwerdeabteilung reden möchte, die angeblich eine Beschwerdehotline hat laut ING-Seite, wird man nicht weiter verbunden, weil man scheinbar versucht alles unter dem ""Teppich zu kehren"". ",Kundensupport kaum hilfreich und teilweise unfreundlich.,1
2918,Super angenehm. Alles läuft wie geschmiert. Wartezeiten beim Kundenservice allerdings recht lang. Dafür kompetent.,Super angenehm,5
2919,Einfacher geht es nicht ,Einfacher geht es nicht,5
2920,Sehr einfacher Wechsel und keine Kontoführungsgebühren. Außer Dispoerhöhung und das Konto für vermögenswirksame Leistung sind etwas kompliziert. Dankeschön.,Sehr einfacher Wechsel und keine…,4
2921,Alles Super. ,Alles Super.,5
2922,"Es ist schnell und unkompliziert,was versprochen wurde. Toll","Es ist schnell und unkompliziert,was…",5
2923,"Ich bin seit Jahren mit meinem kostenlos geführten Girokonto bei der ING und war immer vollauf zufrieden. Selbst wenn es Mal Probleme gibt mit einer Zahlung, wird sich schnell und unbürokratisch um alles gekümmert. Vielen Dank!",Vollauf und langjährig zufrieden,5
2924,"Ich hatte doppelte Abbuchung durch ein Hotel im Ausland. Die ING hat sofort reagiert und das Geld schon am nächsten Tag zurückgebucht.Super Service, unkompliziert und zuverlässig!",Schnelle Hilfe bei falscher Hotelabbuchung im Ausland,5
2925,Es ging um eine Beratung zu unserer Immobilienfinanzierung. Dabei hat uns der Berater über die Maße hinaus zu Optionen super beraten. Wir können die ING auf jeden Fall weiter empfehlen.,Immobilienfinanzierung,5
2926,"Bin seit Jahren top zufrieden.kostenloses Konto, top Service, sehr sehr schnelle Abwicklung von Anliegen!",Bin seit Jahren top…,5
2927,"Wir haben bisher sehr freundliche und kompetente Mitarbeitende am Telefon erlebt. Die App gefällt uns richtig gut, ist anwenderfreundlich (auch für digital Ungeübte) und wirkt sicher durch die extra Freigabe von Anweisungen oder beim Einloggen im Browser. Wir haben bereits vor einigen Jahren gute  Erfahrungen mit der IngDiBa gemacht und haben uns deshalb wieder für sie entschieden. Alles in allem die richtige Entscheidung!",Sehr gute Entscheidung ,5
2928,"Das persönliche Gespräch und die Hilfestellung bei technischen Problemen, Mensch statt Roboter, wünschte, wir würden nur von Menschen bedient.",Das persönliche Gespräch und die…,5
2929,"Die App Einrichtung klappt super einfach. Die App funktioniert spitzenmäßig.Leider sind keine direkte Überweisungen auf „Extern“ von den Extra Konten möglich, immer nur als Zwischenschritt übers Hauptkonto.Im großen und ganzen Super zufrieden :)",Die App Einrichtung klappt super…,5
2930,"Hatte große Schwierigkeiten mit der Einbeziehung eines weiteren Kontos in die App. Bekam von Frau G eine sehr freundliche und qualifierte Anleitung zur Behebung der Probleme. Ich war ihr sehr dankbar dafür. Leider war es vor Beginn unseres Gespräches sehr schwierig an eine menschliche Stimme zu gelangen. Es wurde zu häufig vom Computer gefragt. Ja / Nein oder wählen sie die 1,2 oder 3. Eine direkte Verbindung wäre besser.",Sehr qualifizierte und freundliche Hilfe,5
2931,freundliche klare Sprache,freundliche klare Sprache,5
2932,"Anfrage wegen Immobiliendarlehen.Sehr schnelle Rückmeldung, optimale Beratung, sehr freundlich, einfache Abwicklung, gute Konditionen.Besser ist schwierig.Ich habe bisher mit der ING - auch bei Geldanlagen und Ratenkrediten - nur sehr gute Erfahrungen gemacht.Uneingeschränkt empfehlenswert.",Top - Anfrage wegen Immobiliendarlehen.,5
2933,Lastschrifteinzug über Visa-karte beanstandet. Problemlos und schnell war Gutschrift auf Girokonto.DANKE!,Auftragsbearbeitung ,5
2934,Super schnelle und kompetente Hilfe danke. Leider war die Wartezeit etwas zu hoch mit knapp 15 Minuten aber die netten Mitarbeiterinnen haben das wieder gut gemacht.,Super schnelle und kompetente Hilfe…,5
2935,"Klasse Service, gute Unterstützung. Danke!",Klasse Service,5
2936,"Solange alles korrekt funktioniert, sehr zufrieden mit der ING.Beim Umgang mit durch die ING verursachten Problemen sehr enttäuscht von der ING.Kundenservice lässt einen nicht ausreden und möchte das Gespräch abbrechen, Vorgesetzte telefonieren über nicht ""aufgenommene"" Leitung und können deshalb keine ""offizielle"" Aussagen treffen.Die Konsequenzen werden auf den Kunden abgeschoben, dieser ist der leidtragende, die ING haftet nicht für von ihr verantwortete Fehler.",Die ING hat 2 Gesichter,2
2937,"Zunächst hat mich die KI Stimme unter der Service-Hotline genervt. Bis ich dann endlich eine nette und freundliche Service-Person an der/in der Leistung hatte. Diese hat mit mir am telefon das Problem gelöst. Recht zügig. Hierfür: DankeNur der Weg zu diesem persönlichen Kontakt dauerte länger und nerfig . Grundsätzlich im Gespräch alles o.k. die mit mir gesprochene ""Dame"" passt gut ins Service-Team.",Zunächst hat mich die KI Stimme unter…,4
2938,"Vielen Dank... ""Echtzeit"" ist noch immer ein Fremdwort für euch!Das ihr immer wieder mit meinem Geld 1-3 Werktage arbeitet UND auch gerne die Tage zusätzlich für Rahmenkredite abrechnen könnt. Für meine wichtigen Finanztransaktionen habe ich inzwischen eine andere Bank. Ich kann die ING nicht empfehlen....Ein Stern für die gelungene App, ein weiterer Stern für sofortigen Zugriff auf Rahmenkredit, wenns schnell gehen muss... beim Rückfluss, siehe oben.Da ich die App als gelungen empfinde, schaffe ich den Absprung einfach nicht (und die Niederländer freuen sich immer über die ""oranje"" Girokarte). ",Echtzeitüberweisung,2
2939,"Im Rahmen unserer Baufinanzierung sind wichtige Unterlagen auf dem Postweg von uns zur ING verloren gegangen, obwohl alles in einem großen Umschlag versandt wurde. Dadurch haben wir vier Wochen wertvolle Zeit verloren! Über die Kundenhotline einen Berater zu erreichen ist anstrengend, da man stets sehr lange in der Warteschleife hängt. Hat man dann aber einen Mitarbeiter am Telefon, ist das Gespräch immer sehr freundlich und zielorientiert und mir wurde unkompliziert geholfen. Das war sehr positiv.",Im Rahmen unserer Baufinanzierung sind Unterlagen verschwunden,3
2940,"Die Beratung der Kundenbetreuerin war exzellent, kompetent und freundlich. Die endlose Warteschleife durch AI dagegen eine komplette Katastrophe und Zumutung. Dir Auswahl begrenzt, immer wieder das Gleiche, keine sinnvolle Auswahl mõglich, keine Chance an die menschliche Beratung zu gelangen ","Die Beratung der Kundenbetreuerin war sehr exzellent,  sehr kompetent,  sehr persönlich und menschlich war…",5
2941,Herr G*d hat mir am Telefon kompetent und geduldig weitergeholfen! ,Kompetente Hilfe durch Telefon-Hotline,5
2942,Seit vielen Jahren einfach TOP.,Seit vielen Jahren einfach TOP.,5
2943,"Ich habe vor einigen Tagen ein Girokonto bei der ING eröffnet, was auch problemlos funktionierte.Jetzt möchte ich den angebotenen Kontowechselservice nutzen, werde dann nach dem Anklicken des Buttons ""Kontowechsel"" auf eine ING-Seite geleitet, welche alle Browser auf meinen mehreren Rechnern als unsicher einstufen und vor der Nutzung warnen!!!Unter den weiteren Informationen lese ich, dass der Server nicht beweisen konnte, dass er ""kontowechsel.ing.de"" ist, weil sein Sicherheitszertifkat bereits vor 2 Tagen abgelaufen ist!!! Wie kann es sein, dass in einer großen und international tätigen Bank die IT-Mitarbeiter nicht in der Lage sind, die Sicherheitszertifikate aktuell zu halten? Eine Klärung über die Telefonhotline war leider nicht möglich, da das automatisierte Menü dort nicht in der Lage ist, das Problem zu erkennen.Zwischenzeitlich wurde ich mehrfach aus der Leitung geworfen, da die Eingabe der 10-stelligen Identifikationsnummer offensichtlich nicht schnell genug erfolgt ist. (Für mich erfüllt das schon den Tatbestand der Altersdiskriminierung!)Schlussendlich sollte ich mein Problem  mündlich schildern, wobei auch hier, die Verbindung bereits nach wenigen Sekunden getrennt wurde!!!Zusätzlich nervten die mehrmaligen und vollkommen unnützen Hinweise, dass die ING derzeit einige Änderungen vornimmt. Darüber hinaus musste ich feststellen, dass bei der Nutzung des Smartphones meines Mannes, aber der ausschließlichen Angabe von Zugangsdaten und Kennwörtern für mein Konto, die Hotline mir dann auch Angaben zu den ING-Konten meines Mannes anbot!Wie hält es die ING mit dem Datenschutz?Ähnlich unzumutbar ist die Nutzung des Kontaktformulars während einer Onlinesitzung.Bei der ausführlichen Schilderung der Probleme wurde ich ohne Vorwarnung (!) einfach ausgeloggt, weil die Zeit für die Onlinesitzung mal eben abgelaufen war.Mein gesamter Text war dadurch gelöscht worden!Ich hatte diesen Text dann der ING in ihrem Kontaktformular offline geschrieben, und konnte ihn dann ohne ein erneutes Einloggen auch absenden.Eine Antwort habe ich natürlich noch nicht von der ING erhalten.Das, was ich gerade bei der ING erlebe, hat mit Zuverlässigkeit und Kundenservice überhaupt nichts mehr zu tun!",Gefährliche Seiten beim Onlinebanking ,1
2944,"Ich bin langjähriger Kunde und verwalte im wesentlichen mein Alters-Vorsorge Depot über die ING. Die Konditionen können sich mit den besten Spezial-Brokern messen und alles läuft sehr vertrauenswürdig und auch bei ""Liberation Day"" Panik ist das Depot nutzbar - anders als bei manchen Newcomern !Inzwischen sind sehr viele Sparpläne sehr günstig oder kostenlos, so dass man auch mit kleineren monatlichen Beträgen kostengünstig Geld in ETF und Co. anlegen kann.Immer wieder stechen Tagegeld-Konditionen auch die Mitbewerber. Leider muss man dafür oft ""neues"" Geld einzahlen. Das hat bei mir in den letzten Jahren zu einigen Transfers hin und zurück geführt...Gestern hatte ich ein Problem zum Abruf einer älteren Jahressteuerbescheinigung. Ich konnte in kurzer Zeit die Menüführung der Support-Rufnummer überwinden und mit einer Mitarbeiterin sprechen. Man hat mir kompetent und schnell geholfen. Das war der zweite Mitarbeiterkontakt in nun ca. 7 Jahren aber auch der damalige mit einem etwas komplizierteren Berechnungs-Problem wurde kompetent gelöst bzw. erklärt.Tipp: Die Anwahl aus der Mobilen-App starten, dann braucht man nicht lange authentifizieren und man ist recht schnell am Ziel.Es war auch kein Fehler der ING sondern die Darstellung des Posteingangs filtert standardmäßig auf bis ein Jahr zurückliegende Nachrichten...","Langjähriger zufriedener Kunde kann auch einmal einen Mitarbeiter erreichen und ""wird geholfen""",5
2945,"Seit über einem Jahr versuche ich vergeblich, mein Konto löschen zu lassen und mein Guthaben ausgezahlt zu bekommen. Trotz mehrfacher Telefonate – bei denen man jedes Mal rund 30 Minuten in der Warteschleife hängt – wird mir immer wieder zugesichert, dass alle Unterlagen vorliegen und die Auszahlung „innerhalb einer Woche“ erfolgen würde. Doch bis heute ist kein Cent angekommen.E-Mails, die ich regelmäßig alle paar Wochen schreibe, werden komplett ignoriert. Es gibt keinerlei Rückmeldung oder ernstzunehmende Bemühung, das Problem zu lösen.Dieser Umgang mit Kund:innen ist inakzeptabel. Ich sehe mich mittlerweile gezwungen, rechtliche Schritte einzuleiten.Fazit: Unseriös, unzuverlässig und nicht kundenorientiert – absolut nicht empfehlenswert.",Katastrophal ,1
2946,"Service ist tadellos, alle Probleme werden umgehend gelöst. Die beste Online Bank die ich je hatte.",Service ist tadellos,5
2947,"Wie schon in der Überschrift. Solange man nichts von der Bank will, ist alles okay.Wir haben unser Bankkonto gewechselt. Seitdem bekommen wir immer Schreiben, was fehlt (obwohl alles ausgefüllt ist). Jetzt hat die neue Bank sämtliche Unterlagen nochmal hingesendet. Jetzt fehlt angeblich die Nummer vom anderen Depot. Es soll nächste Woche alles gelöscht werden. Ich sehe das noch nicht.Sehr schade. Zwar sind die Kontoführungsgebühren gut - aber der Service sehr schlecht.NACHTRAGBis heute keinerlei Bewegung in der Sache. Obwohl ich gleich am 23.04.25 früh eine EMail mit den geforderten Daten gesendet habe. Keine Antwort - absolut nichts. Obwohl steht : 24/7 immer jemand erreichbar ","Solange man nichts von der Bank will, ist alles okay",1
2948,"Die telefonische Hilfe der Beraterin war sehr freundlich, hilfreich, kompetent und geduldig.Ich bedanke mich für dieses Telefonat herzlich.",Die telefonische Hilfe der Beraterin…,5
2949,"Ich habe vor kurzem von einer anderen Bank zur ING gewechselt und hatte dann leider direkt an einem Samstagabend einen Fishing-Fall mit meinem neuen ING Konto. Für den Fishing-Fall bin ich selbst verantwortlich, damit hat die Bank zunächst einmal nichts zu tun. Ich habe in der App sofort die Pin geändert, so dass kein Schaden entstanden ist. Dennoch habe ich den Fall am übernächsten Tag morgens direkt als der Kundendienst wieder ""geöffnet"" hat sofort der ING gemeldet und mein Konto, alle Zugänge und Karten wurden sofort gesperrt. Bis dahin noch alles ok, aber ab dann fing ein Martyrium mit der ING an, das unfassbar und sehr ärgerlich ist. Es hat beinahe 3 Wochen (!!!) gedauert bis mein Konto nun wieder entsperrt wurde und ich Zugriff erhalten habe. Ich war also fast 3 Wochen lang ohne jeglichen Zugriff auf mein Konto (von Luft und Liebe leben ist schwierig, ich musste mir Geld von Familie leihen), hatte riesigen Ärger was Zahlungsverpflichtungen und Lastschrifteinzüge anging und vor allem konnte ich in den 3 Wochen nicht wissen, ob noch Geld auf meinem Konto ist oder die Betrüger doch irgendwie Zugang bekommen und mein Konto leergeräumt haben. 3 Wochen bangen... In diesen 3 Wochen war ich unzählige Male mit der ING am Telefon, was sich bei dieser Bank auch als unheimlich schwierig gestaltet hat, denn man kann sich nur mit Zugang zu seinem Konto legitimieren und darüber anrufen. Mein Konto war ja aber gesperrt. Ohne Legitimierung wird man von der KI am Telefon immer wieder abgewiesen und gelangt nicht bis zum Mitarbeiter durch. Da ich noch ein anderes gemeinschaftliches Konto bei der ING habe, habe ich immer wieder über dieses Konto bei der ING angerufen, die Mitarbeiter der ING konnten mir aber immer nur bedingt weiterhelfen, da ich ja für das Konto, um das es tatsächlich ging, nicht legitimiert war und sie auch nur eingeschränkt auf mein gesperrtes Konto schauen konnten. Zudem wurde mir beinahe bei jedem Telefonat eine andere Vorgehensweise beschrieben, wie ich mein Konto wieder entsperren und Zugriff erhalten kann. Es waren solche Varianten dabei, dass mein Einmalpin aus dem Brief beispielsweise durch die falsche Vorgehensweise verbraucht war (während des KI-Telefonats nach Aufforderung eingegeben und die ING-Leitung wurde daraufhin einfach gekappt, Einmalpin verbraucht). Mal ganz nebenbei, ich habe bisher keine Bank erlebt, die so lange braucht um Briefe zu verschicken, ich habe 3x jeweils auf ein Einmalpin warten müssen für diese Angelegenheit, jedes Mal 1 Woche warten..... Wo kommen die Briefe der ING her? Das muss sehr weit weg sein bei dieser Zustellungszeit. Insgesamt muss ich sagen, dass ich ziemlich enttäuscht von der ING bin und den Bankwechsel bereue. Aber da so ein Bankwechsel des Hauptkontos ziemlich aufwendig ist, überlegt man sich genau, wie oft man wechselt und wieder zurück zur alten Bank wäre auch wieder ein enormer Aufwand. Wer zur ING wechselt sollte sich aber im Klaren darüber sein, dass es eine reine Online-Bank ist und Hilfe damit sehr sehr schwer angeboten wird. Vor Ort sowieso nicht und über Telefon macht die ING es einem enorm schwierig mit ihrer schlechten KI. Der Kundendienst ist übrigens auch nur Mo - Sa von 08:00 bis 19:00 Uhr erreichbar (sofern man sich legitimieren kann), außerhalb dieser Zeiten lieber kein Betrugsfall oder etwas Dringendes.Es ist gut, dass die ING kostenlose Konten anbietet, der Kundenservice und Hilfe in Not ist eben nur schlecht. Damit muss man dann hier wohl leben, wenn man ein kostenfreies Konto haben möchte....",Negative Erfahrung mit der ING nach Kontosperrung,2
2950,"Zum wiederholten Male einfach unfreundlicher Kundenservice. Über die normale Hotline kommt man ständig nicht durch, weil die IBAN angeblich nicht korrekt ist … doch ist sie (?!) dann über die Neukundenhotline (na welche Alternative bleibt mir denn auch sonst?). Die Mitarbeiterin dort Mega genervt und unfreundlich, dass sie sich jetzt mit mir auseinandersetzen soll (dabei doch schon so auf Neukunden gefreut?) Dann weigert sie sich ernsthaft, mit meinem Mann zu reden (auf dessen Namen das Konto nun mal läuft) und meint, ich soll nochmal anrufen und dann muss er von Anfang an am Telefon sein. Na wollt ihr mich verar…. !? Er war doch am Telefon! Nochmal Hotline? Nochmals alles erklären? Alle drei Konten gekündigt! Nie wieder. Dass war das letzte Mal, dass ich mich mit denen rumärger ",Mieser Service ,1
2951,"Das Handling mit der App, darüber die Kundenbetreuung ist hervorragend! Kann man nur empfehlen!",Das Handling mit der App!,5
2952,Super Universalbank. Mehrere Subkonten möglich. Geile App. Super Support.  Würde ich weiterempfehlen. 👍,Super Universalbank,5
2953,"Die ING macht vieles richtig, dazu gehören die oft Vorteilhaften Konditionen und die praktische Bündelung von Girokonto, Extra Konto, Aktiendepot und Baufinanzierung in einer App.Vieles läuft automatisiert ab, aber wenn man Beratung braucht, dann bekommt man auch jemanden der helfen kann ans Telefon.Verbessern kann man im Einzelnen immer etwas, das will ich hier auch gerne nennen, aber es soll den sehr positiven Gesamteindruck nicht zu sehr schmälern:- Die Extra-Konto Zinsen die man bekommt sind relativ niedrig, 0,75% seit heute- Die Ordergebühr von ca. 5€ + 0,25% vom Kurswert sind ein wenig hoch, gerade wenn man gerne viele kleine Sachen kaufen will",Die ING macht vieles richtig,4
2954,"Die App der ING ist sehr Nutzerfreundlich. Das Online-Banking ist sehr zuverlässig, schnell und übersichtlich. Mein Wunsch wären niedrigere Gebühren für das Traden mit Aktien. (Ähnlich wie andere Broker) ",Übersichtlich und Zuverlässig ,4
2955,"Ich hatte vor ein Gemeinschaftskonto bei der IngDiba zu eröffnen und das bereits vor 4 Wochen. Bis heute erhalte ich keine Rückmeldung und kann tagtäglich dort anrufen. Auf meine E-Mails wird nicht reagiert. Erst hieß es, dass die Meldebescheinigung von meinem Freund fehlen würde, dabei war Sie bereits in der ersten E-Mail dabei. Das PDF-Dokument wurde sich genau angeschaut und nur die erste Seite geöffnet und trotzdem habe ich die Meldebescheinigung von meinem Freund nochmals verschickt. Seit 2,5 Wochen liegt es bereits vor und nichts tut sich. In der heutigen Zeit sollte eine Eröffnung eines Girokontos keine 4 Wochen dauern. Ich weiß nicht ob dies hier mit Absicht passiert, schließlich wird aktuell mit 100,00 € geworben bis zu einem bestimmten Zeitpunkt. Es ist peinlich. Sollte diese Woche wieder nichts eintreffen, werden wir uns für eine andere Bank entscheiden. Kundenservice ist einfach schrecklich. Keiner kann mir sagen wieso und weshalb. Mein Depot werde ich dann auch anderweitig anlegen. Bin bereits Kunde, aber aktuell bin ich alles andere als zufrieden !",Ich hatte vor ein Gemeinschaftskonto…,1
2956,"Hat sich Zeit genommen, war sehr freundlich, ist als Mitarbeiterin in der Kundenbetreuung fold richtig",In der Kundenbetreuung Gold richtig ,5
